1.417407,-0.459629,1.609049,0.387768,-0.113945,1.312478,-0.383484,0.032408,1.318896,0.734420,-0.034668,-0.005195,1.047076,-0.376369,0.051827,-0.699429,0.251676,0.074783,-0.200919,-0.118968,-0.003178
1.425189,-0.460310,1.613109,0.400358,-0.114842,1.313083,-0.372028,0.031272,1.319953,0.733961,-0.034413,-0.005310,1.085912,-0.378265,0.047346,-0.672450,0.253151,0.085789,-0.201377,-0.118738,-0.003187
1.433010,-0.460932,1.617238,0.412981,-0.115743,1.313705,-0.360500,0.030071,1.321056,0.733620,-0.034153,-0.005398,1.123311,-0.379871,0.042666,-0.643573,0.253387,0.094339,-0.201762,-0.118489,-0.003147
1.440901,-0.461458,1.621477,0.425644,-0.116649,1.314353,-0.348848,0.028788,1.322246,0.733500,-0.033872,-0.005440,1.158331,-0.381145,0.037725,-0.611568,0.251805,0.099087,-0.201986,-0.118213,-0.003051
1.448890,-0.461874,1.625832,0.438341,-0.117563,1.315030,-0.337031,0.027456,1.323539,0.733648,-0.033557,-0.005438,1.190808,-0.382195,0.032638,-0.576086,0.248466,0.099965,-0.201985,-0.117899,-0.002953
1.457010,-0.462181,1.630270,0.451072,-0.118492,1.315732,-0.325011,0.026135,1.324927,0.734033,-0.033186,-0.005417,1.221015,-0.383099,0.027627,-0.537396,0.243632,0.097674,-0.201727,-0.117512,-0.002919
1.465284,-0.462358,1.634747,0.463828,-0.119436,1.316457,-0.312759,0.024907,1.326388,0.734603,-0.032700,-0.005403,1.248921,-0.383934,0.022895,-0.495960,0.237549,0.093187,-0.201212,-0.117024,-0.002950
1.473706,-0.462329,1.639214,0.476596,-0.120376,1.317210,-0.300274,0.023856,1.327891,0.735342,-0.032049,-0.005396,1.273991,-0.384805,0.018512,-0.452224,0.230458,0.087536,-0.200486,-0.116409,-0.002977
1.482252,-0.461997,1.643617,0.489356,-0.121291,1.317989,-0.287578,0.023021,1.329404,0.736238,-0.031236,-0.005388,1.295669,-0.385708,0.014427,-0.406657,0.222602,0.081677,-0.199650,-0.115612,-0.002961
1.490890,-0.461329,1.647893,0.502089,-0.122185,1.318789,-0.274715,0.022376,1.330898,0.737217,-0.030243,-0.005369,1.313731,-0.386426,0.010556,-0.359719,0.214188,0.076305,-0.198820,-0.114589,-0.002906
