1.246286,0.424569,1.544174,0.132411,0.303402,1.323253,-0.666005,0.275791,1.315690,0.264054,0.557170,0.179973,0.720454,0.231488,-0.001220,-0.419132,0.404182,-0.012322,-0.829314,0.130489,0.030282
1.293694,0.420855,1.540845,0.180544,0.303005,1.315798,-0.616740,0.269991,1.312332,0.360968,0.555627,0.175477,0.722027,0.230207,-0.002493,-0.417391,0.402066,-0.013246,-0.700298,0.126043,0.028709
1.341902,0.417115,1.538028,0.228414,0.302993,1.309164,-0.566471,0.263320,1.308118,0.464651,0.551574,0.169230,0.725471,0.227264,-0.003398,-0.414177,0.398933,-0.013218,-0.570766,0.123581,0.034543
1.390611,0.413407,1.536252,0.276130,0.303326,1.304177,-0.515645,0.255908,1.303706,0.575252,0.545326,0.161517,0.730378,0.222911,-0.003817,-0.409802,0.394758,-0.013109,-0.445395,0.125389,0.046587
1.438615,0.410182,1.535846,0.324009,0.303613,1.301455,-0.465404,0.248636,1.300459,0.689047,0.538444,0.153363,0.734695,0.218799,-0.003974,-0.405884,0.390776,-0.013464,-0.330505,0.131175,0.058875
1.485031,0.408046,1.536769,0.372178,0.303686,1.301250,-0.416207,0.242109,1.299209,0.802529,0.532317,0.144466,0.737155,0.215957,-0.004141,-0.403501,0.387911,-0.013447,-0.225323,0.138862,0.067864
1.530061,0.407254,1.538764,0.420651,0.303619,1.303471,-0.367701,0.236361,1.300168,0.914991,0.527286,0.133665,0.737807,0.214538,-0.004261,-0.402846,0.386224,-0.012945,-0.121883,0.148640,0.073660
1.574664,0.407650,1.541555,0.469491,0.303434,1.307749,-0.319333,0.231461,1.303179,1.027673,0.522106,0.120263,0.736966,0.214264,-0.004225,-0.403611,0.385749,-0.012450,-0.014997,0.160515,0.078261
1.619861,0.408951,1.544836,0.518627,0.303173,1.313544,-0.270766,0.227930,1.307902,1.140860,0.515719,0.102466,0.735271,0.214707,-0.004121,-0.405171,0.386164,-0.011711,0.093297,0.171329,0.083478
1.666349,0.411038,1.548227,0.567787,0.302845,1.320268,-0.221838,0.226244,1.313914,1.254709,0.509093,0.080464,0.733596,0.215853,-0.003686,-0.407155,0.387063,-0.011037,0.197250,0.178291,0.087375
1.714223,0.413750,1.551246,0.616494,0.302299,1.327263,-0.172751,0.226066,1.320459,1.364518,0.504905,0.061798,0.731582,0.217544,-0.002965,-0.409049,0.389157,-0.010243,0.290778,0.180805,0.084244
1.762498,0.416677,1.553340,0.663728,0.301613,1.333686,-0.124762,0.226543,1.326344,1.456838,0.503596,0.050093,0.728248,0.218675,-0.002044,-0.409919,0.392748,-0.006011,0.370829,0.178705,0.071738
1.809087,0.419347,1.554038,0.707947,0.301155,1.338579,-0.080129,0.227048,1.330425,1.522242,0.501967,0.036900,0.725632,0.218487,0.001734,-0.410057,0.396110,0.004101,0.436483,0.171571,0.055530
1.852401,0.421342,1.553145,0.748563,0.300918,1.341187,-0.040079,0.227154,1.332070,1.563071,0.499686,0.016933,0.728126,0.217176,0.011592,-0.410629,0.397549,0.018835,0.485437,0.157745,0.042288
1.894404,0.421925,1.550725,0.788455,0.299929,1.341147,-0.001640,0.226068,1.331152,1.585527,0.499740,-0.003495,0.743985,0.212155,0.030568,-0.406032,0.396167,0.038092,0.516829,0.137445,0.031189
1.934885,0.421477,1.546886,0.827622,0.298186,1.338381,0.036029,0.224071,1.327975,1.590782,0.501792,-0.015550,0.785632,0.199963,0.062749,-0.386072,0.391970,0.060328,0.527043,0.120498,0.021351
1.978833,0.421277,1.541711,0.870674,0.296809,1.333045,0.078223,0.222305,1.323323,1.588288,0.502710,-0.018166,0.862587,0.183410,0.100177,-0.338308,0.386915,0.076547,0.523176,0.114935,0.016948
